date,GDP_mp,GVA_bp,indir_net_tax,C,C_np,G,I_gcf,I_inven,I_acq,dom_DEM,EX,IM,I_tot,invtry_RAT,u_RATE,prod_IDX,wage_IDX,cpi_IDX,dcpi_IDX,cpi_IDX_imf,fcpi_WIDX,IMcpi_IDX,ecpi_IDX,i_FOR,i_UK,i_g5y,er_IDX,Y_star,Y_GAP,u_STAR,u_GAP,cpi_INFL_imf,dcpi_INFL,dcpi_DEV,r_UK,i5y_SPR,IMcpi_INFL,IMcpi_INFL_adj,ecpi_INFL,NX_ratio,dNX,dNX_lag1,i_STAR,i_GAP,r_GAP,i_DIFFL,di_DIFFL,rer,drer,prod_GAP,wage_GAP,IMcpi_GAP,ecpi_GAP,i5y_GAP,zlb,bpu1,bpu2,bpu3,bpu4,bpy,bpp,bpr
2002-10-01,13.141632529094364,13.033610849126523,10.862205390050178,12.645993929259499,9.382443228575806,11.5218852063417,11.387872315966666,1371,1062,13.150101105019832,11.736748785189196,11.781929177899908,11.415070048798176,0.002689669784669471,5.1,4.447019161097353,4.547541073151455,4.31748811353631,4.151914714872815,4.436988980494337,4.4363167820433915,4.11251186617755,3.902996509582174,2.7434,4,4.3847,4.615105665245826,13.041796449806036,-0.8185600679511758,4.958963073846767,0.1410369261532332,1.6325092314723122,2.1223636451626504,-0.12763635483734959,4.12763635483735,0.3846999999999996,-0.6525308634922844,0.8910980949248741,2.624822607493682,-0.04518039271071217,-3.996384093103522,0.5977397138464013,4.555585333058128,-0.5555853330581284,-0.4279489782207788,1.2566000000000002,0.20000000000000062,4.615777863696771,0.45492761025149875,-0.5322838878718777,-0.4856918372161632,-0.7301236778324338,-1.4154575848646545,0.07783911508879165,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-01-01,13.150038853902696,13.04073457922066,10.882095590475144,12.652532533230392,9.382695764458287,11.524863917209606,11.393623776744557,-4730,869,13.147549526721997,11.792978510257518,11.791866949534658,11.349146918959148,-0.009201779659203433,5.2,4.454947841078552,4.554928969551344,4.31748811353631,4.163753946370573,4.4365512479419325,4.445952735346998,4.128745988939433,3.9107384837357895,2.4800666666666666,3.8492,3.9943,4.588943238323217,13.048329363244575,-0.7594784023915238,4.930164293854623,0.2698357061453771,1.4998075577435266,2.429269256904476,0.17926925690447604,3.669930743095524,0.14509999999999978,1.2966145997267198,0.8997160728551661,1.8158735011871485,0.0011115607228600055,4.6291953433572175,-3.996384093103522,4.51463710622666,-0.6654371062266601,-0.8447063631311361,1.3691333333333335,0.11253333333333337,4.5795417509181515,-3.6236112778619045,-0.23774113562490418,-0.2892351358136557,1.136878455614923,-2.819453622353252,-0.16843218704549884,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-04-01,13.15927758646711,13.050199053603315,10.889267032929894,12.664803601262932,9.394410399304254,11.547239931384885,11.331295668854674,1208,1118,13.159817145814385,11.770346763856235,11.783624132381595,11.358806451308258,0.00232844129359563,4.9,4.461478350630196,4.562262684976814,4.324132656254979,4.165006294687038,4.444835576986717,4.4482999939555095,4.123903364463645,3.9081644797406163,2.2784,3.75,3.9011,4.562455776980536,13.05478634338355,-0.4587289780234741,4.907767436879497,-0.007767436879496659,1.3552119979643784,2.429269256904476,0.17926925690447604,3.570730743095524,0.1511,0.4866189651172803,0.9038779916005832,1.0362787035546273,-0.01327736852535999,-1.4388929248219995,4.6291953433572175,4.48571110701614,-0.7357111070161404,-0.9149803639206164,1.4716,0.10246666666666648,4.558991360011745,-2.055039090640687,-0.07135353738902013,-0.09753887239784287,0.23357270975522537,-4.224219474063807,-0.16223636530854207,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-07-01,13.16965336925871,13.060228365522873,10.902758212686457,12.672200021804963,9.415238482949043,11.560257423617436,11.345500402412362,1967,1022,13.172524030595945,11.772848290009957,11.795966785772414,11.380228010237108,0.003752291530351212,5,4.470274661479514,4.56746831880408,4.3254562831854875,4.170000062867526,4.4452696989818135,4.449398386333447,4.127134385045092,3.918420979907806,2.041733333333333,3.5269,4.2859,4.559917557355081,13.061156373264936,-0.09280077420627167,4.892326913730497,0.10767308626950245,1.3106347505300597,2.429269256904476,0.17926925690447604,3.347630743095524,0.7589999999999999,1.298719552681149,0.905089693647659,1.8018505502678472,-0.02311849576245706,-0.9841127237097069,-1.4388929248219995,4.4679809164399735,-0.9410809164399736,-1.1203501733444496,1.4851666666666667,0.013566666666666727,4.555788870003447,-0.32024900082978647,0.3342239549543454,-0.11579408524482965,0.940561603449111,-4.111711346359648,0.4521611066073128,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-10-01,13.1774574397139,13.068371708835432,10.90749607849526,12.67772803486881,9.429074214801693,11.57727959410864,11.347154193513889,1142,1492,13.182344027209407,11.795974320630553,11.825405022561844,11.377769896943771,0.0021615687462144153,4.9,4.4832860495403395,4.572646994282532,4.330733340286331,4.17620740744186,4.450032643686367,4.4560940920512095,4.119037174812473,3.9285733513718237,2.026733333333333,3.6484,4.8131,4.577816460776226,13.067425568874595,0.09461399608363431,4.8843922805686795,0.015607719431320888,1.3043663192029875,2.429269256904476,0.17926925690447604,3.469130743095524,1.1647000000000003,0.6525308634922844,0.8997820707984518,2.5576841789649585,-0.02943070193129138,-0.6312206168834322,-0.9841127237097069,4.460160296069714,-0.8117602960697134,-0.9910295529741895,1.621666666666667,0.1365000000000003,4.5717550124113835,1.59661424079367,1.1749114041448987,-0.1316284635178417,0.1766788536858077,-4.031962506466378,0.8701961527380502,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004-01-01,13.180624738330014,13.0701517667566,10.923164853116095,12.682772554566789,9.440499258184298,11.580256957130514,11.376051348808195,-1448,1018,13.184947489928993,11.804684216462558,11.831459192888934,11.371108412301787,-0.002732096091291255,4.8,4.474919857661665,4.575741375297279,4.3294166844015844,4.191125143166705,4.450032643686367,4.4633681342697304,4.109233174715851,3.9436112287363643,2.0167333333333333,3.9063,4.6369,4.621212812154803,13.073579466193555,-0.3427699436954479,4.884580389234001,-0.08458038923400135,1.3481395744434188,2.737119679613187,0.4871196796131869,3.419180320386813,0.7305999999999999,-1.9512814223581643,0.8892109802664069,3.28727450005748,-0.02677497642637583,0.26557255049155515,-0.6312206168834322,4.460374831904113,-0.5540748319041132,-1.0411945115173,1.8895666666666666,0.2678999999999996,4.607877321571438,3.6122309160054655,-0.10777332353360987,-0.34844326150493354,-2.5587784945303866,-3.9940366292447793,0.45352209642801,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004-04-01,13.185418924479226,13.073715003182228,10.938929272881317,12.69206342159086,9.425935505533063,11.59053444429721,11.368939614441848,-1401,-32,13.192747280957418,11.819615731592682,11.856947699918951,11.35225189058042,-0.002630773477446892,4.8,4.4821093378910515,4.583946549536464,4.33729074083249,4.19237749148317,4.458206490012533,4.475001269122074,4.109233174715851,3.970606733078376,2.0467333333333335,4.2213,5.0432,4.628180408543908,13.079604192540312,-0.5889189358085269,4.893517846391086,-0.09351784639108629,1.3370913025815945,2.737119679613187,0.4871196796131869,3.7341803203868134,0.8218999999999994,-1.4670189747794105,0.8878722979618409,6.244225333775955,-0.03733196832626895,-1.055699189989312,0.26557255049155515,4.466242759756897,-0.2449427597568961,-0.732062439370083,2.1745666666666668,0.28500000000000014,4.611385629434367,0.35083078629289943,0.1795442384318769,-0.04431508540128897,-2.221591170479123,-1.7343685031700529,0.566048388426072,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004-07-01,13.188987846439074,13.076260798440147,10.951508055088178,12.697663460760396,9.444621667700849,11.596006628780161,11.385376144023253,907,799,13.19988722309922,11.833384456935946,11.883088040487083,11.404571584774748,0.0016970812821477154,4.7,4.482346603665838,4.591071261608589,4.338597076746545,4.197371259663658,4.458634847269029,4.476656237531912,4.110873864173311,3.9850300600394806,2.211733333333334,4.6538,5.0059,4.625987984098478,13.085483732921222,-0.9222934481074646,4.9117783959612815,-0.21177839596128178,1.336514828721569,2.737119679613187,0.4871196796131869,4.1666803203868135,0.3520999999999992,-1.6260520871780315,0.8886477609332674,6.660908013167477,-0.04970358355113724,-1.2371615224868293,-1.055699189989312,4.475036018671848,0.1787639813281519,-0.308355698285035,2.4420666666666664,0.2674999999999996,4.607966593835596,-0.3419035598771103,-0.21380794614055207,0.1642629276724138,-2.5430092903783894,-2.0081291310077742,0.1197010281708634,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004-10-01,13.19354106045139,13.082216155174038,10.94367592106652,12.704378219541736,9.447465720810811,11.605258490171767,11.391604929733672,1588,445,13.201211525722007,11.865158558481456,11.90015871148359,11.414297788353586,0.0029577973722540725,4.7,4.476206833745531,4.596129441335942,4.345103280569283,4.2035786042379915,4.465038284304236,4.48314966374613,4.123903364463645,4.029378050493789,2.4462,4.75,4.604,4.6081208285576185,13.091198391599285,-0.8982236425246698,4.93987733321195,-0.23987733321194915,1.5005640617869354,2.737119679613187,0.4871196796131869,4.262880320386813,-0.1459999999999999,0.4866189651172803,0.8949208403796266,10.080469912196532,-0.03500015300213377,1.4703430549003471,-1.2371615224868293,4.48387345846789,0.2661265415321093,-0.22099313808107762,2.3038,-0.13826666666666654,4.590009449115725,-1.7957144719870755,-1.2303075963651136,0.18134385890253724,-0.6065244578865967,0.7413705057088049,-0.35464776514177315,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005-01-01,13.201226312496717,13.09072202816634,10.943940927030706,12.714049214591416,9.439625028047155,11.601183564478271,11.41918605086728,1149,942,13.212849211471369,11.845568952706529,11.8984667384369,11.441891225594631,0.0021237348159429824,4.7,4.483818764704669,4.600157644164547,4.3476939555933765,4.220553953857517,4.467588221937509,4.487796148309804,4.12552017969055,4.071842531011548,2.6362,4.75,4.6183,4.61195610944051,13.096722708503453,-0.6000680337113744,4.978197591912946,-0.2781975919129459,1.7555578251142734,2.942881069081249,0.692881069081249,4.057118930918751,-0.13170000000000037,1.6287004974699038,0.8945271988269267,12.823130227518353,-0.05289778573037118,-1.7897632728237411,1.4703430549003471,4.4899856564522915,0.2600143435477084,-0.4328667255335406,2.1138,-0.18999999999999995,4.5917481830682165,0.17387339524912448,-0.8569430198864404,0.11314068751907928,0.34866769483632293,2.8491463288437213,-0.3183005854586002,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005-04-01,13.209513078160118,13.100080957963561,10.94243829714617,12.716969266775784,9.436997742590188,11.617591739698579,11.456788881824606,5056,493,13.217100665865013,11.902620205286008,11.935745763398094,11.513825060213065,0.009268051252910013,4.8,4.494186198105759,4.605170185988092,4.356708826689592,4.221806302173983,4.47730318746899,4.497517576687921,4.122283930911342,4.087043692343598,2.8262,4.75,4.3861,4.620886042428094,13.102025609664915,-0.19446517013543307,5.026972182500906,-0.22697218250090634,1.9096697456456369,2.942881069081249,0.692881069081249,4.057118930918751,-0.3639000000000001,1.3050756195490898,0.8920981588944885,11.643695926522213,-0.033125558112086395,1.9772227618284788,-1.7897632728237411,4.490769519020772,0.25923048097922785,-0.4336505881020212,1.9238,-0.18999999999999995,4.600671653209163,0.8923470140946854,-0.1924270833045857,0.1635290976068418,-0.16907259227750532,1.0843386744290973,-0.5319383718731516,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005-07-01,13.218676690266044,13.11007822297069,10.94397625585373,12.724568775600384,9.427385364828522,11.621196740254016,11.469819614435123,-1552,522,13.226211550047742,11.912352379826059,11.945227227031953,11.459007676978688,-0.0028189889420072944,4.7,4.4971255917677775,4.611152257665639,4.361823927356363,4.22680007035447,4.482334644624356,4.503160064180787,4.151039905898646,4.102017234133761,3.0212,4.5923,4.2121,4.602378292277297,13.107072270689647,0.30059522810438855,5.086260241917492,-0.386260241917491,2.3699797355327235,2.94288106908116,0.6928810690811602,3.8994189309188396,-0.3801999999999994,4.0166041725334445,0.9019336617470171,11.698717409428072,-0.0328748472058944,0.025071090619199765,1.9772227618284788,4.483784461533767,0.10851553846623341,-0.5843655306149268,1.5711,-0.3527,4.581552872720866,-1.9118780488297737,-0.2536714381853791,0.3334015568581556,2.3443737349041194,0.6160505948722861,-0.5347431256130728,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005-10-01,13.229082769371397,13.121302815207008,10.946816139580935,12.727333631017693,9.465370112152714,11.625459191524092,11.472405508165323,-5759,668,13.235050785708609,11.94549977555701,11.970805904413654,11.41793323461462,-0.010352123182895898,5.1,4.5085560993255305,4.613138355637268,4.366912996863833,4.233007414928804,4.487340912902501,4.509515686438233,4.154184562578117,4.1597652358688615,3.252866666666667,4.5,4.3003,4.600408868886381,13.11182665177631,0.9476163430698504,5.155979049490321,-0.05597904949032062,2.2302628598264818,2.942881069081249,0.692881069081249,3.807118930918751,-0.1997,3.028119811447194,0.9030033375237185,13.038718537507243,-0.025306128856643184,0.7568718349251213,0.025071090619199765,4.4667519184023075,0.0332480815976921,-0.6596329874835569,1.2471333333333332,-0.32396666666666674,4.57823409535065,-0.33187773702154644,0.5528021124156244,0.12847888538125746,1.1572052147291962,1.5066808919603325,-0.3470643864235706,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006-01-01,13.232676807108,13.126295635931934,10.937472427226925,12.722956878800085,9.441134582220915,11.634018571846916,11.479275605755273,-1927,1472,13.238983069972804,12.054610016322203,12.074356746756065,11.474558787025037,-0.0034514627969207293,5.2,4.510915723095954,4.618086411254637,4.365643155423357,4.252044620948888,4.488588573700656,4.513963312681693,4.1666652238017265,4.200987951692816,3.592866666666667,4.5,4.2546,4.592872883149538,13.116254591843742,1.0041044088191822,5.235804471895795,-0.035804471895795054,2.100035176314652,3.1490667091370383,0.8990667091370383,3.6009332908629617,-0.24540000000000006,4.114504411117625,0.9072023828677048,12.914542068126789,-0.019746730433862325,0.5559398422780859,0.7568718349251213,4.437461146249007,0.062538853750993,-0.8365278553860453,0.9071333333333329,-0.3400000000000003,4.567498144168501,-1.0735951182149428,0.4725151783044985,0.24661701846898781,2.0462033717644665,1.0185622319542453,-0.3928174795963413,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006-04-01,13.23532592426226,13.128144633691187,10.947608455915049,12.724369291578542,9.413526083949446,11.628323436398608,11.469944892395763,-2257,1298,13.238265534205444,12.085457478172197,12.092702359357867,11.45988327373268,-0.004031833081753142,5.5,4.514068918589329,4.6210435351443815,4.379523504455763,4.253296969265354,4.501390730791238,4.525977322450443,4.168214410788556,4.308461617690338,3.909,4.5,4.6779,4.6071631986183545,13.120327852412927,0.7816781278260475,5.325377388904391,0.1746226110956095,2.4087543322248273,3.149066709137127,0.8990667091371272,3.600933290862873,0.17790000000000017,4.593047987721377,0.9047247147742812,22.141792534674032,-0.007244881185670238,1.2501849248192087,0.5559398422780859,4.393722181747441,0.10627781825255922,-0.7927888908845679,0.5910000000000002,-0.3161333333333327,4.582576606959148,1.5078462790647507,0.4932891873017826,0.1945095196086849,2.329834618666822,9.977847381578009,0.02249918481841695,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006-07-01,13.23689669399449,13.128806575351188,10.95759050121828,12.732645626263803,9.420033875565988,11.63885302156802,11.48803833346228,5685,1315,13.242410514713779,11.95405368340929,11.977778351888396,11.557344183516854,0.010139563918491105,5.5,4.51331047619314,4.620058798481842,4.385769620952716,4.258290737445841,4.5075269742221336,4.527770593732396,4.1666652238017265,4.3606180972847,4.185866666666667,4.6602,4.7633,4.627959525087377,13.124024470657401,0.47821046937863293,5.4243163024916665,0.07568369750833304,2.5192329597777174,3.149066709137127,0.8990667091371272,3.7611332908628725,0.10310000000000041,1.5625317903080749,0.9003244737156726,25.860086315093866,-0.02372466847910637,-1.6479787293436132,1.2501849248192087,4.333384148354798,0.3268158516452013,-0.5722508574919258,0.47433333333333305,-0.11666666666666714,4.607715905577115,2.5139298617967043,0.14568373296163906,-0.22110812847832978,-0.893222276141214,13.534064350717934,-0.0686672923047249,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006-10-01,13.240446812380762,13.132042384323775,10.96398251909111,12.73475488669567,9.400795428666859,11.638403264297079,11.47235343920518,5672,-194,13.24844433433232,11.948039986101389,11.981565665168858,11.527833781703347,0.010080526917246197,5.5,4.512501708498653,4.625952725170619,4.393213824064446,4.264498082020174,4.51403106219131,4.52756222039123,4.154184562578117,4.422591856821433,4.390133333333334,4.8889,4.8288,4.641659287068491,13.127327369239003,0.4715015084771901,5.532348853765093,-0.032348853765093444,2.6690149288809195,3.1490667091370383,0.8990667091370383,3.9898332908629612,-0.060099999999999376,0,0.8949783484004389,26.28266209525716,-0.03352567906746984,-0.9801010588363468,-1.6479787293436132,4.254362593164666,0.6345374068353338,-0.26452930230170457,0.4987666666666657,0.02443333333333264,4.628128128868571,2.0412223291455867,-0.18339767652536185,0.08352326130558856,-2.647481758801127,13.904127302572867,-0.257083872081737,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
